# modelo geológico informado por MWD.
# Bloque 2.5 m · IDW potencia 2 · anisotropía [1.0, 1.0, 3.0] · radio 7.5 m planta / 2.5 m cota.
# El yacimiento es estratiforme: la litología continúa lateralmente y cambia con la cota. Por eso la búsqueda es más larga en horizontal que en vertical. La cota entra acá como GEOMETRÍA de interpolación, nunca como variable predictora del modelo.
# Confianza = f_calidad × f_proximidad × f_soporte, los tres en [0, 1]. f_calidad es el inverso del pi_factor del atributo: incorpora la CALIDAD de la etiqueta, de modo que un dominio anclado en un ensayo del sitio y otro anclado en literatura no pueden salir con la misma confianza. f_proximidad decae con la distancia al dato más cercano. f_soporte crece con el número de muestras dentro del elipsoide.
# 35751 bloque(s) quedaron VACÍOS por no reunir 3 muestra(s) dentro del elipsoide de búsqueda (7.5 m en planta, 2.5 m en cota). No se interpolan desde más lejos: un bloque sin soporte es información, no un hueco a rellenar. El encajonado se calcula POR CASERÓN: un encajonado único sobre caserones separados por kilómetros contaría el aire entre ellos y volvería la cobertura una cifra sin significado.
# UCS acotado a los límites físicos [0.0, 450.0] MPa.
# bandas: Clasificación ISRM de resistencia de la roca intacta (Brown, 1981). Criterio trazable, no percentiles de la muestra.
# generado: 2026-08-26 10:39
x,y,z,tamano_m,caseron,ucs,di,confianza,banda,lito,calidad_etiqueta,n_muestras,dist_min_m,f_calidad,f_proximidad,f_soporte
377021.017,6958911.59,277.108,2.5,PCC_0042,137.63,1.2135,0.1333,R5_muy_alta,,,2693,5.5,0.5,0.2667,1.0
377021.017,6958911.59,279.608,2.5,PCC_0042,137.35,0.7308,0.1589,R5_muy_alta,,,5190,5.117,0.5,0.3177,1.0
377021.017,6958911.59,282.108,2.5,PCC_0042,138.08,0.5602,0.2099,R5_muy_alta,,,5997,4.351,0.5,0.4199,1.0
377021.017,6958911.59,284.608,2.5,PCC_0042,138.19,0.5799,0.2595,R5_muy_alta,,,6628,3.608,0.5,0.5189,1.0
377021.017,6958911.59,287.108,2.5,PCC_0042,138.02,0.578,0.3538,R5_muy_alta,Bht,1.0,6953,2.844,0.5698,0.6209,1.0
377021.017,6958911.59,289.608,2.5,PCC_0042,137.63,0.6088,0.3744,R5_muy_alta,Bht,1.0,6642,2.572,0.5698,0.657,1.0
377021.017,6958911.59,292.108,2.5,PCC_0042,138.01,0.6205,0.35,R5_muy_alta,Bht,1.0,6487,2.894,0.5698,0.6142,1.0
377021.017,6958911.59,294.608,2.5,PCC_0042,138.99,0.6082,0.3805,R5_muy_alta,Bht,1.0,6063,2.492,0.5698,0.6677,1.0
377021.017,6958911.59,297.108,2.5,PCC_0042,139.19,0.6074,0.3098,R5_muy_alta,,,5776,2.854,0.5,0.6195,1.0
377021.017,6958911.59,299.608,2.5,PCC_0042,139.98,0.6554,0.348,R5_muy_alta,,,6035,2.28,0.5,0.696,1.0
377021.017,6958911.59,302.108,2.5,PCC_0042,140.78,0.7938,0.3752,R5_muy_alta,,,5496,1.872,0.5,0.7504,1.0
377021.017,6958911.59,304.608,2.5,PCC_0042,143.42,0.7644,0.3228,R5_muy_alta,,,5030,2.657,0.5,0.6457,1.0
377021.017,6958911.59,307.108,2.5,PCC_0042,145.21,0.951,0.3525,R5_muy_alta,::PCC_0042:FChavito,,4638,2.213,0.5,0.705,1.0
377021.017,6958911.59,309.608,2.5,PCC_0042,145.41,0.9642,0.377,R5_muy_alta,::PCC_0042:FChavito,,2097,1.845,0.5,0.754,1.0
377021.017,6958911.59,312.108,2.5,PCC_0042,142.77,1.5396,0.2238,R5_muy_alta,,,11,3.838,0.5,0.4882,0.9167
377021.017,6958914.09,274.608,2.5,PCC_0042,138.05,1.6308,0.2048,R5_muy_alta,,,1089,4.428,0.5,0.4096,1.0
377021.017,6958914.09,277.108,2.5,PCC_0042,139.19,1.1157,0.2402,R5_muy_alta,,,5949,3.897,0.5,0.4804,1.0
377021.017,6958914.09,279.608,2.5,PCC_0042,138.84,0.6758,0.2662,R5_muy_alta,,,10298,3.507,0.5,0.5324,1.0
377021.017,6958914.09,282.108,2.5,PCC_0042,139.95,0.5583,0.2989,R5_muy_alta,,,11160,3.016,0.5,0.5979,1.0
377021.017,6958914.09,284.608,2.5,PCC_0042,140.35,0.5685,0.3206,R5_muy_alta,,,11616,2.691,0.5,0.6412,1.0
377021.017,6958914.09,287.108,2.5,PCC_0042,139.49,0.574,0.4506,R5_muy_alta,Bht,1.0,11591,1.57,0.5698,0.7907,1.0
377021.017,6958914.09,289.608,2.5,PCC_0042,139.48,0.5975,0.4577,R5_muy_alta,Bht,1.0,10873,1.476,0.5698,0.8032,1.0
377021.017,6958914.09,292.108,2.5,PCC_0042,139.07,0.5982,0.4711,R5_muy_alta,Bht,1.0,10456,1.299,0.5698,0.8268,1.0
377021.017,6958914.09,294.608,2.5,PCC_0042,139.53,0.6047,0.4958,R5_muy_alta,Bht,1.0,10254,0.974,0.5698,0.8701,1.0
377021.017,6958914.09,297.108,2.5,PCC_0042,139.98,0.6526,0.4593,R5_muy_alta,Bht,1.0,9513,1.454,0.5698,0.8061,1.0
377021.017,6958914.09,299.608,2.5,PCC_0042,139.68,0.6417,0.4494,R5_muy_alta,,,9265,0.759,0.5,0.8988,1.0
377021.017,6958914.09,302.108,2.5,PCC_0042,140.85,0.7813,0.4301,R5_muy_alta,,,9083,1.049,0.5,0.8602,1.0
377021.017,6958914.09,304.608,2.5,PCC_0042,142.88,0.8268,0.3942,R5_muy_alta,,,8274,1.586,0.5,0.7885,1.0
377021.017,6958914.09,307.108,2.5,PCC_0042,144.76,0.872,0.5045,R5_muy_alta,Bht,1.0,6871,0.859,0.5698,0.8854,1.0
377021.017,6958914.09,309.608,2.5,PCC_0042,144.77,0.9581,0.4353,R5_muy_alta,Bht,1.0,2983,1.771,0.5698,0.7639,1.0
377021.017,6958914.09,312.108,2.5,PCC_0042,143.57,0.8596,0.2435,R5_muy_alta,,,29,3.848,0.5,0.487,1.0
377021.017,6958916.59,272.108,2.5,PCC_0042,141.87,3.8574,0.0471,R5_muy_alta,,,71,6.793,0.5,0.0943,1.0
377021.017,6958916.59,274.608,2.5,PCC_0042,135.09,1.5295,0.2812,R5_muy_alta,,,3081,3.282,0.5,0.5624,1.0
377021.017,6958916.59,277.108,2.5,PCC_0042,137.97,1.0415,0.3357,R5_muy_alta,,,10031,2.464,0.5,0.6715,1.0
377021.017,6958916.59,279.608,2.5,PCC_0042,138.55,0.6162,0.3824,R5_muy_alta,,,14370,1.764,0.5,0.7648,1.0
377021.017,6958916.59,282.108,2.5,PCC_0042,140.83,0.5407,0.3812,R5_muy_alta,,,14821,1.782,0.5,0.7624,1.0
377021.017,6958916.59,284.608,2.5,PCC_0042,141.9,0.538,0.439,R5_muy_alta,,,15095,0.916,0.5,0.8779,1.0
377021.017,6958916.59,287.108,2.5,PCC_0042,141.21,0.5593,0.4595,R5_muy_alta,Bht,1.0,15088,1.452,0.5698,0.8064,1.0
377021.017,6958916.59,289.608,2.5,PCC_0042,141.33,0.6018,0.5056,R5_muy_alta,Bht,1.0,14251,0.844,0.5698,0.8874,1.0
377021.017,6958916.59,292.108,2.5,PCC_0042,140.89,0.6011,0.4646,R5_muy_alta,Bht,1.0,13458,1.385,0.5698,0.8153,1.0
377021.017,6958916.59,294.608,2.5,PCC_0042,140.19,0.641,0.4545,R5_muy_alta,Bht,1.0,12900,1.518,0.5698,0.7976,1.0
377021.017,6958916.59,297.108,2.5,PCC_0042,140.55,0.6621,0.4602,R5_muy_alta,Bht,1.0,12169,1.443,0.5698,0.8076,1.0
377021.017,6958916.59,299.608,2.5,PCC_0042,140.44,0.6941,0.442,R5_muy_alta,,,11283,0.87,0.5,0.884,1.0
377021.017,6958916.59,302.108,2.5,PCC_0042,140.5,0.6922,0.4791,R5_muy_alta,,,10236,0.313,0.5,0.9583,1.0
377021.017,6958916.59,304.608,2.5,PCC_0042,142.19,0.8918,0.4537,R5_muy_alta,,,9351,0.695,0.5,0.9074,1.0
377021.017,6958916.59,307.108,2.5,PCC_0042,144.76,0.9205,0.4721,R5_muy_alta,Bht,1.0,7890,1.286,0.5698,0.8285,1.0
377021.017,6958916.59,309.608,2.5,PCC_0042,143.85,0.8691,0.5012,R5_muy_alta,Bht,1.0,3511,0.902,0.5698,0.8797,1.0
377021.017,6958916.59,312.108,2.5,PCC_0042,139.86,0.6488,0.169,R5_muy_alta,,,78,4.965,0.5,0.338,1.0
377021.017,6958919.09,272.108,2.5,PCC_0042,138.88,3.1534,0.1976,R5_muy_alta,,,259,4.535,0.5,0.3953,1.0
377021.017,6958919.09,274.608,2.5,PCC_0042,134.95,1.4796,0.3478,R5_muy_alta,,,5141,2.284,0.5,0.6955,1.0
377021.017,6958919.09,277.108,2.5,PCC_0042,137.94,0.9796,0.4194,R5_muy_alta,,,13827,1.209,0.5,0.8388,1.0
377021.017,6958919.09,279.608,2.5,PCC_0042,139.04,0.5688,0.4549,R5_muy_alta,,,18000,0.677,0.5,0.9097,1.0
377021.017,6958919.09,282.108,2.5,PCC_0042,140.95,0.5345,0.4683,R5_muy_alta,,,18135,0.476,0.5,0.9365,1.0
377021.017,6958919.09,284.608,2.5,PCC_0042,142.65,0.5425,0.4376,R5_muy_alta,,,17751,0.936,0.5,0.8752,1.0
377021.017,6958919.09,287.108,2.5,PCC_0042,141.93,0.5692,0.5319,R5_muy_alta,Bht,1.0,17326,0.499,0.5698,0.9334,1.0
377021.017,6958919.09,289.608,2.5,PCC_0042,144.29,0.6852,0.5426,R5_muy_alta,Bht,1.0,16419,0.358,0.5698,0.9523,1.0
377021.017,6958919.09,292.108,2.5,PCC_0042,142.72,0.5753,0.5464,R5_muy_alta,Bht,1.0,15183,0.307,0.5698,0.959,1.0
377021.017,6958919.09,294.608,2.5,PCC_0042,140.92,0.6443,0.5248,R5_muy_alta,Bht,1.0,14102,0.592,0.5698,0.9211,1.0
377021.017,6958919.09,297.108,2.5,PCC_0042,141.78,0.6056,0.5147,R5_muy_alta,Bht,1.0,13001,0.726,0.5698,0.9032,1.0
377021.017,6958919.09,299.608,2.5,PCC_0042,139.9,0.6764,0.4533,R5_muy_alta,,,12229,0.7,0.5,0.9066,1.0
377021.017,6958919.09,302.108,2.5,PCC_0042,141.56,0.7116,0.4635,R5_muy_alta,,,11379,0.547,0.5,0.9271,1.0
377021.017,6958919.09,304.608,2.5,PCC_0042,143.92,1.1915,0.4699,R5_muy_alta,,,10465,0.451,0.5,0.9398,1.0
377021.017,6958919.09,307.108,2.5,PCC_0042,144.06,0.936,0.4718,R5_muy_alta,Bht,1.0,8764,1.29,0.5698,0.828,1.0
377021.017,6958919.09,309.608,2.5,PCC_0042,143.2,0.8732,0.4714,R5_muy_alta,Bht,1.0,3845,1.295,0.5698,0.8273,1.0
377021.017,6958919.09,312.108,2.5,PCC_0042,139.78,0.6063,0.2376,R5_muy_alta,,,78,3.936,0.5,0.4752,1.0
377021.017,6958921.59,272.108,2.5,PCC_0042,140.44,3.188,0.3182,R5_muy_alta,,,420,2.726,0.5,0.6365,1.0
377021.017,6958921.59,274.608,2.5,PCC_0042,135.73,1.6458,0.4241,R5_muy_alta,,,7054,1.138,0.5,0.8483,1.0
377021.017,6958921.59,277.108,2.5,PCC_0042,138.32,0.8853,0.4608,R5_muy_alta,,,17042,0.588,0.5,0.9215,1.0
377021.017,6958921.59,279.608,2.5,PCC_0042,141.64,0.5274,0.4928,R5_muy_alta,,,20781,0.109,0.5,0.9855,1.0
377021.017,6958921.59,282.108,2.5,PCC_0042,142.68,0.5527,0.4742,R5_muy_alta,,,20362,0.387,0.5,0.9484,1.0
377021.017,6958921.59,284.608,2.5,PCC_0042,146.05,0.5381,0.4875,R5_muy_alta,,,19435,0.187,0.5,0.9751,1.0
377021.017,6958921.59,287.108,2.5,PCC_0042,144.73,0.4952,0.5509,R5_muy_alta,Bht,1.0,18320,0.249,0.5698,0.9668,1.0
377021.017,6958921.59,289.608,2.5,PCC_0042,144.2,0.5284,0.5409,R5_muy_alta,Bht,1.0,16780,0.38,0.5698,0.9493,1.0
377021.017,6958921.59,292.108,2.5,PCC_0042,141.93,0.5539,0.5477,R5_muy_alta,Bht,1.0,15550,0.291,0.5698,0.9612,1.0
377021.017,6958921.59,294.608,2.5,PCC_0042,141.55,0.5603,0.5544,R5_muy_alta,Bht,1.0,14408,0.202,0.5698,0.973,1.0
377021.017,6958921.59,297.108,2.5,PCC_0042,140.69,0.6546,0.561,R5_muy_alta,Bht,1.0,13141,0.116,0.5698,0.9845,1.0
377021.017,6958921.59,299.608,2.5,PCC_0042,137.93,0.4995,0.4967,R5_muy_alta,,,12210,0.05,0.5,0.9933,1.0
377021.017,6958921.59,302.108,2.5,PCC_0042,143.1,0.7529,0.4941,R5_muy_alta,,,11132,0.088,0.5,0.9883,1.0
377021.017,6958921.59,304.608,2.5,PCC_0042,140.18,0.8072,0.4886,R5_muy_alta,,,9810,0.171,0.5,0.9772,1.0
377021.017,6958921.59,307.108,2.5,PCC_0042,142.08,0.8084,0.5501,R5_muy_alta,Bht,1.0,7916,0.259,0.5698,0.9654,1.0
377021.017,6958921.59,309.608,2.5,PCC_0042,143.12,0.8107,0.5398,R5_muy_alta,Bht,1.0,3477,0.395,0.5698,0.9474,1.0
377021.017,6958921.59,312.108,2.5,PCC_0042,139.55,0.5214,0.2107,R5_muy_alta,,,72,4.34,0.5,0.4214,1.0
377021.017,6958924.09,272.108,2.5,PCC_0042,141.94,2.6057,0.3612,R5_muy_alta,,,773,2.083,0.5,0.7223,1.0
377021.017,6958924.09,274.608,2.5,PCC_0042,137.56,1.9095,0.4716,R5_muy_alta,,,8729,0.426,0.5,0.9432,1.0
377021.017,6958924.09,277.108,2.5,PCC_0042,138.54,0.738,0.4849,R5_muy_alta,,,18329,0.227,0.5,0.9698,1.0
377021.017,6958924.09,279.608,2.5,PCC_0042,139.41,0.4895,0.4751,R5_muy_alta,,,20474,0.373,0.5,0.9502,1.0
377021.017,6958924.09,282.108,2.5,PCC_0042,142.33,0.5108,0.4738,R5_muy_alta,,,19747,0.394,0.5,0.9475,1.0
377021.017,6958924.09,284.608,2.5,PCC_0042,143.68,0.5028,0.4908,R5_muy_alta,,,18560,0.138,0.5,0.9816,1.0
377021.017,6958924.09,287.108,2.5,PCC_0042,145.33,0.5687,0.5213,R5_muy_alta,Bht,1.0,17084,0.638,0.5698,0.9149,1.0
377021.017,6958924.09,289.608,2.5,PCC_0042,144.39,0.53,0.545,R5_muy_alta,Bht,1.0,15565,0.327,0.5698,0.9565,1.0
377021.017,6958924.09,292.108,2.5,PCC_0042,142.98,0.5416,0.5463,R5_muy_alta,Bht,1.0,14178,0.309,0.5698,0.9588,1.0
377021.017,6958924.09,294.608,2.5,PCC_0042,143.82,0.8052,0.5545,R5_muy_alta,Bht,1.0,13086,0.201,0.5698,0.9732,1.0
377021.017,6958924.09,297.108,2.5,PCC_0042,143.78,0.6471,0.5237,R5_muy_alta,Bht,1.0,11984,0.607,0.5698,0.9191,1.0
377021.017,6958924.09,299.608,2.5,PCC_0042,143.93,0.7585,0.4222,R5_muy_alta,,,10771,1.167,0.5,0.8444,1.0
377021.017,6958924.09,302.108,2.5,PCC_0042,144.12,0.8223,0.4464,R5_muy_alta,,,9901,0.804,0.5,0.8928,1.0
377021.017,6958924.09,304.608,2.5,PCC_0042,144.86,0.7977,0.4684,R5_muy_alta,::PCC_0042:FChavito,,9000,0.474,0.5,0.9368,1.0
377021.017,6958924.09,307.108,2.5,PCC_0042,145.71,0.7778,0.5464,R5_muy_alta,Bht,1.0,7103,0.309,0.5698,0.9589,1.0
377021.017,6958924.09,309.608,2.5,PCC_0042,143.25,0.7541,0.5278,R5_muy_alta,Bht,1.0,2986,0.553,0.5698,0.9263,1.0
377021.017,6958924.09,312.108,2.5,PCC_0042,139.52,0.5239,0.1074,R5_muy_alta,,,72,5.888,0.5,0.2149,1.0
377021.017,6958926.59,272.108,2.5,PCC_0042,142.22,2.5252,0.3309,R5_muy_alta,,,800,2.537,0.5,0.6617,1.0
377021.017,6958926.59,274.608,2.5,PCC_0042,138.52,1.3138,0.3848,R5_muy_alta,,,8947,1.728,0.5,0.7697,1.0
377021.017,6958926.59,277.108,2.5,PCC_0042,139.58,0.7239,0.4179,R5_muy_alta,,,17384,1.232,0.5,0.8358,1.0
377021.017,6958926.59,279.608,2.5,PCC_0042,142.55,0.588,0.463,R5_muy_alta,,,17949,0.555,0.5,0.926,1.0
377021.017,6958926.59,282.108,2.5,PCC_0042,144.94,0.5249,0.4679,R5_muy_alta,,,16844,0.481,0.5,0.9359,1.0
377021.017,6958926.59,284.608,2.5,PCC_0042,145.86,0.5321,0.4604,R5_muy_alta,,,15646,0.594,0.5,0.9208,1.0
377021.017,6958926.59,287.108,2.5,PCC_0042,146.03,0.5794,0.5087,R5_muy_alta,Bht,1.0,14663,0.805,0.5698,0.8927,1.0
377021.017,6958926.59,289.608,2.5,PCC_0042,145.52,0.5739,0.5215,R5_muy_alta,Bht,1.0,13599,0.635,0.5698,0.9153,1.0
377021.017,6958926.59,292.108,2.5,PCC_0042,144.62,0.5612,0.4886,R5_muy_alta,Bht,1.0,12348,1.068,0.5698,0.8576,1.0
377021.017,6958926.59,294.608,2.5,PCC_0042,144.41,0.561,0.4922,R5_muy_alta,Bht,1.0,11283,1.021,0.5698,0.8639,1.0
377021.017,6958926.59,297.108,2.5,PCC_0042,144.14,0.6238,0.4931,R5_muy_alta,Bht,1.0,10354,1.01,0.5698,0.8654,1.0
377021.017,6958926.59,299.608,2.5,PCC_0042,143.97,0.7162,0.4184,R5_muy_alta,,,9501,1.223,0.5,0.8369,1.0
377021.017,6958926.59,302.108,2.5,PCC_0042,143.81,0.8576,0.3951,R5_muy_alta,,,8687,1.573,0.5,0.7903,1.0
377021.017,6958926.59,304.608,2.5,PCC_0042,143.95,0.8816,0.4379,R5_muy_alta,Bht,1.0,7767,1.737,0.5698,0.7685,1.0
377021.017,6958926.59,307.108,2.5,PCC_0042,143.9,0.8029,0.4448,R5_muy_alta,Bht,1.0,6069,1.645,0.5698,0.7807,1.0
377021.017,6958926.59,309.608,2.5,PCC_0042,142.96,0.7526,0.4434,R5_muy_alta,Bht,1.0,2457,1.663,0.5698,0.7782,1.0
377021.017,6958929.09,272.108,2.5,PCC_0042,142.74,2.4086,0.2616,R5_muy_alta,,,880,3.576,0.5,0.5232,1.0
377021.017,6958929.09,274.608,2.5,PCC_0042,140.43,1.1916,0.321,R5_muy_alta,,,8776,2.685,0.5,0.642,1.0
377021.017,6958929.09,277.108,2.5,PCC_0042,140.97,0.7254,0.3408,R5_muy_alta,,,15886,2.388,0.5,0.6816,1.0
377021.017,6958929.09,279.608,2.5,PCC_0042,142.46,0.5688,0.339,R5_muy_alta,,,15492,2.415,0.5,0.678,1.0
377021.017,6958929.09,282.108,2.5,PCC_0042,144.38,0.5448,0.3341,R5_muy_alta,,,14704,2.489,0.5,0.6682,1.0
377021.017,6958929.09,284.608,2.5,PCC_0042,145.46,0.5473,0.3335,R5_muy_alta,,,14037,2.497,0.5,0.667,1.0
377021.017,6958929.09,287.108,2.5,PCC_0042,145.61,0.5617,0.3242,R5_muy_alta,,,12782,2.637,0.5,0.6484,1.0
377021.017,6958929.09,289.608,2.5,PCC_0042,144.99,0.5811,0.3163,R5_muy_alta,,,11445,2.756,0.5,0.6326,1.0
377021.017,6958929.09,292.108,2.5,PCC_0042,144.37,0.5871,0.3786,R5_muy_alta,Bht,1.0,10519,2.517,0.5698,0.6644,1.0
377021.017,6958929.09,294.608,2.5,PCC_0042,144.12,0.5679,0.3352,R5_muy_alta,Bht,1.0,9438,3.088,0.5698,0.5883,1.0
377021.017,6958929.09,297.108,2.5,PCC_0042,143.92,0.6328,0.2925,R5_muy_alta,,,8360,3.113,0.5,0.5849,1.0
377021.017,6958929.09,299.608,2.5,PCC_0042,143.7,0.7141,0.321,R5_muy_alta,,,7379,2.685,0.5,0.6421,1.0
377021.017,6958929.09,302.108,2.5,PCC_0042,143.52,0.851,0.283,R5_muy_alta,,,6727,3.254,0.5,0.5661,1.0
377021.017,6958929.09,304.608,2.5,PCC_0042,144.05,0.8929,0.2756,R5_muy_alta,::PCC_0042:FChavito,,6123,3.366,0.5,0.5513,1.0
377021.017,6958929.09,307.108,2.5,PCC_0042,143.86,0.7966,0.3154,R5_muy_alta,Bht,1.0,4662,3.349,0.5698,0.5535,1.0
377021.017,6958929.09,309.608,2.5,PCC_0042,142.67,0.7437,0.3207,R5_muy_alta,Bht,1.0,1832,3.278,0.5698,0.5629,1.0
377021.017,6958931.59,272.108,2.5,PCC_0042,143.24,2.2928,0.1949,R5_muy_alta,,,870,4.576,0.5,0.3898,1.0
377021.017,6958931.59,274.608,2.5,PCC_0042,142.03,1.1184,0.2146,R5_muy_alta,,,6947,4.281,0.5,0.4292,1.0
377021.017,6958931.59,277.108,2.5,PCC_0042,142.28,0.7179,0.2115,R5_muy_alta,,,12124,4.328,0.5,0.423,1.0
377021.017,6958931.59,279.608,2.5,PCC_0042,142.93,0.5825,0.209,R5_muy_alta,,,11885,4.366,0.5,0.4179,1.0
377021.017,6958931.59,282.108,2.5,PCC_0042,144.25,0.5388,0.3003,R5_muy_alta,,,11331,2.995,0.5,0.6006,1.0
377021.017,6958931.59,284.608,2.5,PCC_0042,145.46,0.5242,0.394,R5_muy_alta,,,10235,1.589,0.5,0.7881,1.0
377021.017,6958931.59,287.108,2.5,PCC_0042,145.39,0.5587,0.3968,R5_muy_alta,,,8935,1.548,0.5,0.7936,1.0
377021.017,6958931.59,289.608,2.5,PCC_0042,144.28,0.7524,0.3867,R5_muy_alta,,,7866,1.7,0.5,0.7733,1.0
377021.017,6958931.59,292.108,2.5,PCC_0042,143.13,0.6588,0.4343,R5_muy_alta,,,6836,0.986,0.5,0.8685,1.0
377021.017,6958931.59,294.608,2.5,PCC_0042,143.33,0.6044,0.3445,R5_muy_alta,,,5735,2.332,0.5,0.6891,1.0
377021.017,6958931.59,297.108,2.5,PCC_0042,143.56,0.6254,0.407,R5_muy_alta,,,4868,1.395,0.5,0.8139,1.0
377021.017,6958931.59,299.608,2.5,PCC_0042,142.9,0.7048,0.4402,R5_muy_alta,,,4164,0.898,0.5,0.8803,1.0
377021.017,6958931.59,302.108,2.5,PCC_0042,143.03,0.8292,0.3064,R5_muy_alta,,,3710,2.903,0.5,0.6129,1.0
377021.017,6958931.59,304.608,2.5,PCC_0042,144.83,0.8426,0.4022,R5_muy_alta,Bht,1.0,3556,2.206,0.5698,0.7059,1.0
377021.017,6958931.59,307.108,2.5,PCC_0042,145.04,0.732,0.455,R5_muy_alta,Bht,1.0,2755,1.51,0.5698,0.7986,1.0
377021.017,6958931.59,309.608,2.5,PCC_0042,141.64,0.7266,0.4511,R5_muy_alta,Bht,1.0,1041,1.563,0.5698,0.7916,1.0
377021.017,6958934.09,272.108,2.5,PCC_0042,144.34,1.9498,0.0705,R5_muy_alta,,,552,6.443,0.5,0.1409,1.0
377021.017,6958934.09,274.608,2.5,PCC_0042,145.15,1.0739,0.0844,R5_muy_alta,,,3554,6.234,0.5,0.1688,1.0
377021.017,6958934.09,277.108,2.5,PCC_0042,145.94,0.7026,0.1221,R5_muy_alta,,,5430,5.668,0.5,0.2442,1.0
377021.017,6958934.09,279.608,2.5,PCC_0042,145.34,0.5682,0.2063,R5_muy_alta,,,4498,4.405,0.5,0.4127,1.0
377021.017,6958934.09,282.108,2.5,PCC_0042,144.85,0.5029,0.2723,R5_muy_alta,,,3946,3.415,0.5,0.5447,1.0
377021.017,6958934.09,284.608,2.5,PCC_0042,146.04,0.4831,0.3048,R5_muy_alta,,,3754,2.928,0.5,0.6096,1.0
377021.017,6958934.09,287.108,2.5,PCC_0042,144.63,0.5802,0.307,R5_muy_alta,,,3458,2.896,0.5,0.6139,1.0
377021.017,6958934.09,289.608,2.5,PCC_0042,142.67,0.8487,0.316,R5_muy_alta,,,2838,2.76,0.5,0.6321,1.0
377021.017,6958934.09,292.108,2.5,PCC_0042,141.11,0.8843,0.3101,R5_muy_alta,,,2419,2.848,0.5,0.6203,1.0
377021.017,6958934.09,294.608,2.5,PCC_0042,142.0,0.7226,0.341,R5_muy_alta,,,2201,2.385,0.5,0.682,1.0
377021.017,6958934.09,297.108,2.5,PCC_0042,143.13,0.6754,0.334,R5_muy_alta,,,1907,2.49,0.5,0.668,1.0
377021.017,6958934.09,299.608,2.5,PCC_0042,142.3,0.7187,0.3248,R5_muy_alta,,,1707,2.628,0.5,0.6496,1.0
377021.017,6958934.09,302.108,2.5,PCC_0042,142.82,0.7639,0.35,R5_muy_alta,,,1598,2.25,0.5,0.7,1.0
377021.017,6958934.09,304.608,2.5,PCC_0042,145.69,0.798,0.3761,R5_muy_alta,Bht,1.0,1441,2.55,0.5698,0.66,1.0
377021.017,6958934.09,307.108,2.5,PCC_0042,143.98,0.6926,0.39,R5_muy_alta,Bht,1.0,1040,2.367,0.5698,0.6844,1.0
377021.017,6958934.09,309.608,2.5,PCC_0042,141.07,0.5807,0.3924,R5_muy_alta,Bht,1.0,357,2.334,0.5698,0.6887,1.0
377021.017,6958936.59,274.608,2.5,PCC_0042,133.22,0.2407,0.0131,R5_muy_alta,,,72,7.304,0.5,0.0262,1.0
377021.017,6958936.59,277.108,2.5,PCC_0042,133.78,0.2296,0.0846,R5_muy_alta,,,349,6.231,0.5,0.1691,1.0
377021.017,6958936.59,279.608,2.5,PCC_0042,134.85,0.2802,0.1361,R5_muy_alta,,,809,5.458,0.5,0.2722,1.0
377021.017,6958936.59,282.108,2.5,PCC_0042,138.68,0.3212,0.1639,R5_muy_alta,,,1274,5.041,0.5,0.3279,1.0
377021.017,6958936.59,284.608,2.5,PCC_0042,142.46,0.3811,0.1867,R5_muy_alta,,,1694,4.699,0.5,0.3735,1.0
377021.017,6958936.59,287.108,2.5,PCC_0042,141.71,0.5346,0.2253,R5_muy_alta,,,1796,4.12,0.5,0.4507,1.0
377021.017,6958936.59,289.608,2.5,PCC_0042,139.9,0.7751,0.2051,R5_muy_alta,,,1716,4.423,0.5,0.4102,1.0
377021.017,6958936.59,292.108,2.5,PCC_0042,139.42,0.9038,0.2266,R5_muy_alta,,,1768,4.102,0.5,0.4531,1.0
377021.017,6958936.59,294.608,2.5,PCC_0042,141.24,0.8064,0.2424,R5_muy_alta,,,1667,3.864,0.5,0.4848,1.0
377021.017,6958936.59,297.108,2.5,PCC_0042,142.39,0.7212,0.2251,R5_muy_alta,,,1637,4.124,0.5,0.4502,1.0
377021.017,6958936.59,299.608,2.5,PCC_0042,141.84,0.7279,0.2495,R5_muy_alta,,,1609,3.758,0.5,0.499,1.0
377021.017,6958936.59,302.108,2.5,PCC_0042,142.59,0.7204,0.2567,R5_muy_alta,,,1378,3.649,0.5,0.5135,1.0
377021.017,6958936.59,304.608,2.5,PCC_0042,144.7,0.7542,0.2709,R5_muy_alta,Bht,1.0,1274,3.934,0.5698,0.4755,1.0
377021.017,6958936.59,307.108,2.5,PCC_0042,142.12,0.7498,0.2968,R5_muy_alta,Bht,1.0,996,3.593,0.5698,0.5209,1.0
377021.017,6958936.59,309.608,2.5,PCC_0042,140.86,0.6191,0.3084,R5_muy_alta,Bht,1.0,357,3.44,0.5698,0.5413,1.0
377021.017,6958939.09,277.108,2.5,PCC_0042,134.08,0.2298,0.0,R5_muy_alta,,,90,7.545,0.5,0.0,1.0
377021.017,6958939.09,279.608,2.5,PCC_0042,134.97,0.271,0.0228,R5_muy_alta,,,419,7.158,0.5,0.0456,1.0
377021.017,6958939.09,282.108,2.5,PCC_0042,139.0,0.3092,0.0516,R5_muy_alta,,,891,6.726,0.5,0.1032,1.0
377021.017,6958939.09,284.608,2.5,PCC_0042,142.7,0.3558,0.0835,R5_muy_alta,,,1128,6.248,0.5,0.1669,1.0
