# modelo geológico informado por MWD.
# Bloque 2.5 m · IDW potencia 2 · anisotropía [1.0, 1.0, 3.0] · radio 7.5 m planta / 2.5 m cota.
# El yacimiento es estratiforme: la litología continúa lateralmente y cambia con la cota. Por eso la búsqueda es más larga en horizontal que en vertical. La cota entra acá como GEOMETRÍA de interpolación, nunca como variable predictora del modelo.
# Confianza = f_calidad × f_proximidad × f_soporte, los tres en [0, 1]. f_calidad es el inverso del pi_factor del atributo: incorpora la CALIDAD de la etiqueta, de modo que un dominio anclado en un ensayo del sitio y otro anclado en literatura no pueden salir con la misma confianza. f_proximidad decae con la distancia al dato más cercano. f_soporte crece con el número de muestras dentro del elipsoide.
# 35751 bloque(s) quedaron VACÍOS por no reunir 3 muestra(s) dentro del elipsoide de búsqueda (7.5 m en planta, 2.5 m en cota). No se interpolan desde más lejos: un bloque sin soporte es información, no un hueco a rellenar. El encajonado se calcula POR CASERÓN: un encajonado único sobre caserones separados por kilómetros contaría el aire entre ellos y volvería la cobertura una cifra sin significado.
# UCS acotado a los límites físicos [0.0, 450.0] MPa.
# bandas: Clasificación ISRM de resistencia de la roca intacta (Brown, 1981). Criterio trazable, no percentiles de la muestra.
# generado: 2026-08-26 10:39
x,y,z,tamano_m,caseron,ucs,di,confianza,banda,lito,calidad_etiqueta,n_muestras,dist_min_m,f_calidad,f_proximidad,f_soporte
377536.469,6958032.786,365.699,2.5,PCS_1043,127.68,0.5188,0.436,R5_muy_alta,Brecha_mixta,1.0,58,4.23,1.0,0.436,1.0
377536.469,6958035.286,305.699,2.5,PCS_1043,150.25,0.5104,0.0699,R5_muy_alta,Kpcli,3.0,23,6.368,0.463,0.1509,1.0
377536.469,6958035.286,308.199,2.5,PCS_1043,146.3,0.4143,0.0911,R5_muy_alta,Kpcli,3.0,145,6.024,0.463,0.1969,1.0
377536.469,6958035.286,310.699,2.5,PCS_1043,142.35,0.5705,0.0926,R5_muy_alta,Kpcli,3.0,150,6.001,0.463,0.1999,1.0
377536.469,6958035.286,313.199,2.5,PCS_1043,137.9,1.3832,0.074,R5_muy_alta,Kpcli,3.0,28,6.301,0.463,0.1598,1.0
377536.469,6958035.286,320.699,2.5,PCS_1043,133.84,0.8438,0.114,R5_muy_alta,Bht,1.0,70,5.999,0.5698,0.2001,1.0
377536.469,6958035.286,323.199,2.5,PCS_1043,133.49,0.5295,0.1226,R5_muy_alta,Bht,1.0,194,5.886,0.5698,0.2152,1.0
377536.469,6958035.286,325.699,2.5,PCS_1043,132.56,0.6922,0.1244,R5_muy_alta,Bht,1.0,191,5.863,0.5698,0.2183,1.0
377536.469,6958035.286,328.199,2.5,PCS_1043,131.99,1.1968,0.1494,R5_muy_alta,Bht,1.0,75,5.534,0.5698,0.2622,1.0
377536.469,6958035.286,330.699,2.5,PCS_1043,131.13,1.1971,0.2041,R5_muy_alta,Bht,1.0,1431,4.813,0.5698,0.3582,1.0
377536.469,6958035.286,333.199,2.5,PCS_1043,130.84,0.8622,0.2173,R5_muy_alta,Bht,1.0,2955,4.64,0.5698,0.3814,1.0
377536.469,6958035.286,335.699,2.5,PCS_1043,131.64,0.6565,0.2305,R5_muy_alta,Bht,1.0,2836,4.466,0.5698,0.4046,1.0
377536.469,6958035.286,338.199,2.5,PCS_1043,133.48,0.5503,0.2429,R5_muy_alta,Bht,1.0,2685,4.303,0.5698,0.4263,1.0
377536.469,6958035.286,340.699,2.5,PCS_1043,138.7,0.5375,0.2566,R5_muy_alta,Bht,1.0,2969,4.123,0.5698,0.4503,1.0
377536.469,6958035.286,343.199,2.5,PCS_1043,144.12,0.5213,0.2195,R5_muy_alta,Kpcli,3.0,3351,3.944,0.463,0.4741,1.0
377536.469,6958035.286,345.699,2.5,PCS_1043,145.57,0.5508,0.2304,R5_muy_alta,Kpcli,3.0,3565,3.767,0.463,0.4977,1.0
377536.469,6958035.286,348.199,2.5,PCS_1043,146.16,0.5691,0.5213,R5_muy_alta,Brecha_mixta,1.0,3855,3.59,1.0,0.5213,1.0
377536.469,6958035.286,350.699,2.5,PCS_1043,147.79,0.5874,0.5442,R5_muy_alta,Brecha_mixta,1.0,4015,3.419,1.0,0.5442,1.0
377536.469,6958035.286,353.199,2.5,PCS_1043,149.22,0.6377,0.2824,R5_muy_alta,Kpcli,3.0,4065,2.926,0.463,0.6099,1.0
377536.469,6958035.286,355.699,2.5,PCS_1043,150.33,0.7297,0.3114,R5_muy_alta,Kpcli,3.0,4238,2.455,0.463,0.6727,1.0
377536.469,6958035.286,358.199,2.5,PCS_1043,150.52,0.7549,0.3089,R5_muy_alta,Kpcli,3.0,4075,2.495,0.463,0.6673,1.0
377536.469,6958035.286,360.699,2.5,PCS_1043,149.1,0.7321,0.3104,R5_muy_alta,Kpcli,3.0,2717,2.472,0.463,0.6704,1.0
377536.469,6958035.286,363.199,2.5,PCS_1043,143.67,0.7371,0.6312,R5_muy_alta,Brecha_mixta,1.0,806,2.766,1.0,0.6312,1.0
377536.469,6958035.286,365.699,2.5,PCS_1043,129.16,0.5813,0.1291,R5_muy_alta,Brecha_mixta,1.0,29,6.532,1.0,0.1291,1.0
377536.469,6958037.786,328.199,2.5,PCS_1043,131.26,0.7276,0.0235,R5_muy_alta,Bht,1.0,8,7.037,0.5698,0.0618,0.6667
377536.469,6958037.786,330.699,2.5,PCS_1043,131.17,1.1984,0.0702,R5_muy_alta,Bht,1.0,1109,6.576,0.5698,0.1232,1.0
377536.469,6958037.786,333.199,2.5,PCS_1043,130.95,0.8634,0.083,R5_muy_alta,Bht,1.0,2314,6.408,0.5698,0.1456,1.0
377536.469,6958037.786,335.699,2.5,PCS_1043,131.65,0.617,0.0962,R5_muy_alta,Bht,1.0,2199,6.234,0.5698,0.1688,1.0
377536.469,6958037.786,338.199,2.5,PCS_1043,132.91,0.4881,0.109,R5_muy_alta,Bht,1.0,1795,6.065,0.5698,0.1913,1.0
377536.469,6958037.786,340.699,2.5,PCS_1043,136.66,0.4588,0.1232,R5_muy_alta,Bht,1.0,1502,5.879,0.5698,0.2161,1.0
377536.469,6958037.786,343.199,2.5,PCS_1043,143.16,0.4869,0.1089,R5_muy_alta,Kpcli,3.0,1431,5.736,0.463,0.2352,1.0
377536.469,6958037.786,345.699,2.5,PCS_1043,145.0,0.5538,0.1203,R5_muy_alta,Kpcli,3.0,1701,5.551,0.463,0.2598,1.0
377536.469,6958037.786,348.199,2.5,PCS_1043,145.81,0.5946,0.1626,R5_muy_alta,Bht,1.0,2361,5.359,0.5698,0.2854,1.0
377536.469,6958037.786,350.699,2.5,PCS_1043,147.77,0.5938,0.1762,R5_muy_alta,Bht,1.0,2641,5.181,0.5698,0.3092,1.0
377536.469,6958037.786,353.199,2.5,PCS_1043,149.7,0.5936,0.1535,R5_muy_alta,Kpcli,3.0,2537,5.013,0.463,0.3316,1.0
377536.469,6958037.786,355.699,2.5,PCS_1043,151.53,0.6886,0.1891,R5_muy_alta,Kpcli,3.0,2837,4.436,0.463,0.4085,1.0
377536.469,6958037.786,358.199,2.5,PCS_1043,152.02,0.7333,0.2197,R5_muy_alta,Kpcli,3.0,2884,3.941,0.463,0.4745,1.0
377536.469,6958037.786,360.699,2.5,PCS_1043,151.19,0.81,0.219,R5_muy_alta,Kpcli,3.0,1724,3.953,0.463,0.473,1.0
377536.469,6958037.786,363.199,2.5,PCS_1043,150.15,0.8559,0.1693,R5_muy_alta,Kpcli,3.0,383,4.757,0.463,0.3657,1.0
377536.469,6958040.286,340.699,2.5,PCS_1043,141.47,0.3505,0.0,R5_muy_alta,Kpcli,3.0,9,7.851,0.463,0.0,0.75
377536.469,6958040.286,343.199,2.5,PCS_1043,146.2,0.4074,0.0043,R5_muy_alta,Brecha_mixta,1.0,219,7.468,1.0,0.0043,1.0
377536.469,6958040.286,345.699,2.5,PCS_1043,146.44,0.477,0.0243,R5_muy_alta,Brecha_mixta,1.0,504,7.318,1.0,0.0243,1.0
377536.469,6958040.286,348.199,2.5,PCS_1043,147.15,0.5004,0.0289,R5_muy_alta,Bht,1.0,678,7.119,0.5698,0.0508,1.0
377536.469,6958040.286,350.699,2.5,PCS_1043,147.78,0.5185,0.0414,R5_muy_alta,Bht,1.0,891,6.955,0.5698,0.0726,1.0
377536.469,6958040.286,353.199,2.5,PCS_1043,149.22,0.5478,0.0432,R5_muy_alta,Kpcli,3.0,1205,6.8,0.463,0.0933,1.0
377536.469,6958040.286,355.699,2.5,PCS_1043,150.98,0.667,0.0568,R5_muy_alta,Kpcli,3.0,1461,6.579,0.463,0.1228,1.0
377536.469,6958040.286,358.199,2.5,PCS_1043,152.21,0.8045,0.0956,R5_muy_alta,Kpcli,3.0,1554,5.951,0.463,0.2066,1.0
377536.469,6958040.286,360.699,2.5,PCS_1043,152.44,0.9406,0.1003,R5_muy_alta,Kpcli,3.0,1027,5.876,0.463,0.2165,1.0
377536.469,6958040.286,363.199,2.5,PCS_1043,152.51,1.0107,0.0729,R5_muy_alta,Kpcli,3.0,236,6.319,0.463,0.1574,1.0
377538.969,6958017.786,300.699,2.5,PCS_1043,151.77,2.0018,0.1019,R5_muy_alta,Kpcli,3.0,64,5.849,0.463,0.2201,1.0
377538.969,6958017.786,303.199,2.5,PCS_1043,154.55,1.1217,0.1102,R5_muy_alta,Kpcli,3.0,288,5.714,0.463,0.2381,1.0
377538.969,6958017.786,305.699,2.5,PCS_1043,154.19,0.9287,0.1102,R5_muy_alta,Kpcli,3.0,473,5.714,0.463,0.2381,1.0
377538.969,6958017.786,308.199,2.5,PCS_1043,150.0,0.7035,0.1102,R5_muy_alta,Kpcli,3.0,497,5.714,0.463,0.2381,1.0
377538.969,6958017.786,310.699,2.5,PCS_1043,150.4,0.6018,0.1102,R5_muy_alta,Kpcli,3.0,497,5.714,0.463,0.2381,1.0
377538.969,6958017.786,313.199,2.5,PCS_1043,153.21,0.5533,0.1102,R5_muy_alta,Kpcli,3.0,497,5.714,0.463,0.2381,1.0
377538.969,6958017.786,315.699,2.5,PCS_1043,151.0,0.6027,0.1102,R5_muy_alta,Kpcli,3.0,499,5.714,0.463,0.2381,1.0
377538.969,6958017.786,318.199,2.5,PCS_1043,148.66,0.7341,0.1102,R5_muy_alta,Kpcli,3.0,601,5.714,0.463,0.2381,1.0
377538.969,6958017.786,320.699,2.5,PCS_1043,139.1,0.7031,0.1102,R5_muy_alta,Kpcli,3.0,781,5.714,0.463,0.2381,1.0
377538.969,6958017.786,323.199,2.5,PCS_1043,133.12,0.5778,0.1357,R5_muy_alta,Bht,1.0,881,5.714,0.5698,0.2381,1.0
377538.969,6958017.786,325.699,2.5,PCS_1043,132.41,0.5725,0.1357,R5_muy_alta,Bht,1.0,902,5.714,0.5698,0.2381,1.0
377538.969,6958017.786,328.199,2.5,PCS_1043,132.18,0.7464,0.1357,R5_muy_alta,Bht,1.0,908,5.714,0.5698,0.2381,1.0
377538.969,6958017.786,330.699,2.5,PCS_1043,133.95,1.2392,0.1475,R5_muy_alta,Bht,1.0,3635,5.558,0.5698,0.2589,1.0
377538.969,6958017.786,333.199,2.5,PCS_1043,136.42,0.9057,0.1362,R5_muy_alta,Bht,1.0,6430,5.708,0.5698,0.239,1.0
377538.969,6958017.786,335.699,2.5,PCS_1043,141.27,0.7192,0.1282,R5_muy_alta,Bht,1.0,6213,5.812,0.5698,0.225,1.0
377538.969,6958017.786,338.199,2.5,PCS_1043,144.97,0.6879,0.1279,R5_muy_alta,Bht,1.0,5518,5.817,0.5698,0.2244,1.0
377538.969,6958017.786,340.699,2.5,PCS_1043,147.42,0.5906,0.1041,R5_muy_alta,Kpcli,3.0,4673,5.814,0.463,0.2249,1.0
377538.969,6958017.786,343.199,2.5,PCS_1043,148.36,0.6453,0.104,R5_muy_alta,Kpcli,3.0,3806,5.815,0.463,0.2246,1.0
377538.969,6958017.786,345.699,2.5,PCS_1043,148.44,0.7277,0.1039,R5_muy_alta,Kpcli,3.0,3001,5.816,0.463,0.2245,1.0
377538.969,6958017.786,348.199,2.5,PCS_1043,147.05,0.7061,0.2216,R5_muy_alta,Brecha_mixta,1.0,2377,5.838,1.0,0.2216,1.0
377538.969,6958017.786,350.699,2.5,PCS_1043,144.42,0.6768,0.2242,R5_muy_alta,Brecha_mixta,1.0,1974,5.819,1.0,0.2242,1.0
377538.969,6958017.786,353.199,2.5,PCS_1043,143.06,0.5829,0.2251,R5_muy_alta,Brecha_mixta,1.0,1486,5.812,1.0,0.2251,1.0
377538.969,6958017.786,355.699,2.5,PCS_1043,140.15,0.7866,0.2243,R5_muy_alta,Brecha_mixta,1.0,1083,5.818,1.0,0.2243,1.0
377538.969,6958017.786,358.199,2.5,PCS_1043,138.34,0.826,0.2219,R5_muy_alta,Brecha_mixta,1.0,996,5.836,1.0,0.2219,1.0
377538.969,6958017.786,360.699,2.5,PCS_1043,137.38,0.7398,0.2178,R5_muy_alta,Brecha_mixta,1.0,864,5.867,1.0,0.2178,1.0
377538.969,6958017.786,363.199,2.5,PCS_1043,138.48,0.7121,0.2121,R5_muy_alta,Brecha_mixta,1.0,459,5.909,1.0,0.2121,1.0
377538.969,6958017.786,365.699,2.5,PCS_1043,143.67,0.5659,0.1692,R5_muy_alta,Brecha_mixta,1.0,85,6.231,1.0,0.1692,1.0
377538.969,6958020.286,300.699,2.5,PCS_1043,151.73,2.1031,0.2224,R5_muy_alta,Kpcli,3.0,64,3.898,0.463,0.4803,1.0
377538.969,6958020.286,303.199,2.5,PCS_1043,154.56,1.0857,0.2351,R5_muy_alta,Kpcli,3.0,288,3.692,0.463,0.5077,1.0
377538.969,6958020.286,305.699,2.5,PCS_1043,154.26,0.9658,0.2351,R5_muy_alta,Kpcli,3.0,473,3.692,0.463,0.5077,1.0
377538.969,6958020.286,308.199,2.5,PCS_1043,149.79,0.7045,0.2351,R5_muy_alta,Kpcli,3.0,497,3.692,0.463,0.5077,1.0
377538.969,6958020.286,310.699,2.5,PCS_1043,150.22,0.6129,0.2351,R5_muy_alta,Kpcli,3.0,497,3.692,0.463,0.5077,1.0
377538.969,6958020.286,313.199,2.5,PCS_1043,153.39,0.5478,0.2351,R5_muy_alta,Kpcli,3.0,497,3.692,0.463,0.5077,1.0
377538.969,6958020.286,315.699,2.5,PCS_1043,150.95,0.6001,0.2351,R5_muy_alta,Kpcli,3.0,499,3.692,0.463,0.5077,1.0
377538.969,6958020.286,318.199,2.5,PCS_1043,149.21,0.7401,0.2351,R5_muy_alta,Kpcli,3.0,601,3.692,0.463,0.5077,1.0
377538.969,6958020.286,320.699,2.5,PCS_1043,138.79,0.7058,0.2351,R5_muy_alta,Kpcli,3.0,781,3.692,0.463,0.5077,1.0
377538.969,6958020.286,323.199,2.5,PCS_1043,133.0,0.5702,0.2893,R5_muy_alta,Bht,1.0,881,3.692,0.5698,0.5077,1.0
377538.969,6958020.286,325.699,2.5,PCS_1043,132.38,0.5708,0.2893,R5_muy_alta,Bht,1.0,902,3.692,0.5698,0.5077,1.0
377538.969,6958020.286,328.199,2.5,PCS_1043,132.12,0.7524,0.2893,R5_muy_alta,Bht,1.0,908,3.692,0.5698,0.5077,1.0
377538.969,6958020.286,330.699,2.5,PCS_1043,133.61,1.2823,0.2893,R5_muy_alta,Bht,1.0,4065,3.692,0.5698,0.5077,1.0
377538.969,6958020.286,333.199,2.5,PCS_1043,135.41,0.8708,0.2712,R5_muy_alta,Bht,1.0,7927,3.93,0.5698,0.476,1.0
377538.969,6958020.286,335.699,2.5,PCS_1043,139.29,0.7002,0.2619,R5_muy_alta,Bht,1.0,8348,4.053,0.5698,0.4596,1.0
377538.969,6958020.286,338.199,2.5,PCS_1043,142.67,0.6769,0.2619,R5_muy_alta,Bht,1.0,7767,4.053,0.5698,0.4595,1.0
377538.969,6958020.286,340.699,2.5,PCS_1043,145.94,0.5572,0.2133,R5_muy_alta,Kpcli,3.0,6953,4.044,0.463,0.4608,1.0
377538.969,6958020.286,343.199,2.5,PCS_1043,147.86,0.5967,0.2133,R5_muy_alta,Kpcli,3.0,6078,4.044,0.463,0.4608,1.0
377538.969,6958020.286,345.699,2.5,PCS_1043,147.73,0.671,0.4574,R5_muy_alta,Brecha_mixta,1.0,5458,4.069,1.0,0.4574,1.0
377538.969,6958020.286,348.199,2.5,PCS_1043,146.55,0.6867,0.4606,R5_muy_alta,Brecha_mixta,1.0,4912,4.046,1.0,0.4606,1.0
377538.969,6958020.286,350.699,2.5,PCS_1043,144.79,0.6846,0.4533,R5_muy_alta,Brecha_mixta,1.0,4174,4.1,1.0,0.4533,1.0
377538.969,6958020.286,353.199,2.5,PCS_1043,144.29,0.6275,0.4596,R5_muy_alta,Brecha_mixta,1.0,3436,4.053,1.0,0.4596,1.0
377538.969,6958020.286,355.699,2.5,PCS_1043,142.01,0.736,0.4604,R5_muy_alta,Brecha_mixta,1.0,2868,4.047,1.0,0.4604,1.0
377538.969,6958020.286,358.199,2.5,PCS_1043,139.25,0.8078,0.4556,R5_muy_alta,Brecha_mixta,1.0,2295,4.083,1.0,0.4556,1.0
377538.969,6958020.286,360.699,2.5,PCS_1043,137.18,0.8877,0.4459,R5_muy_alta,Brecha_mixta,1.0,1843,4.156,1.0,0.4459,1.0
377538.969,6958020.286,363.199,2.5,PCS_1043,135.98,0.8593,0.453,R5_muy_alta,Brecha_mixta,1.0,982,4.102,1.0,0.453,1.0
377538.969,6958020.286,365.699,2.5,PCS_1043,136.43,0.5543,0.3961,R5_muy_alta,Brecha_mixta,1.0,144,4.529,1.0,0.3961,1.0
377538.969,6958022.786,300.699,2.5,PCS_1043,151.7,2.1655,0.2812,R5_muy_alta,Kpcli,3.0,64,2.945,0.463,0.6073,1.0
377538.969,6958022.786,303.199,2.5,PCS_1043,154.56,1.0544,0.2983,R5_muy_alta,Kpcli,3.0,288,2.667,0.463,0.6444,1.0
377538.969,6958022.786,305.699,2.5,PCS_1043,154.23,1.012,0.2983,R5_muy_alta,Kpcli,3.0,473,2.667,0.463,0.6444,1.0
377538.969,6958022.786,308.199,2.5,PCS_1043,149.67,0.6927,0.2983,R5_muy_alta,Kpcli,3.0,497,2.667,0.463,0.6444,1.0
377538.969,6958022.786,310.699,2.5,PCS_1043,149.95,0.6301,0.2983,R5_muy_alta,Kpcli,3.0,497,2.667,0.463,0.6444,1.0
377538.969,6958022.786,313.199,2.5,PCS_1043,153.64,0.5447,0.2983,R5_muy_alta,Kpcli,3.0,497,2.667,0.463,0.6444,1.0
377538.969,6958022.786,315.699,2.5,PCS_1043,150.9,0.6013,0.2983,R5_muy_alta,Kpcli,3.0,499,2.667,0.463,0.6444,1.0
377538.969,6958022.786,318.199,2.5,PCS_1043,149.64,0.7454,0.2983,R5_muy_alta,Kpcli,3.0,601,2.667,0.463,0.6444,1.0
377538.969,6958022.786,320.699,2.5,PCS_1043,138.49,0.7071,0.2983,R5_muy_alta,Kpcli,3.0,781,2.667,0.463,0.6444,1.0
377538.969,6958022.786,323.199,2.5,PCS_1043,132.9,0.5619,0.3672,R5_muy_alta,Bht,1.0,881,2.667,0.5698,0.6444,1.0
377538.969,6958022.786,325.699,2.5,PCS_1043,132.34,0.5681,0.3672,R5_muy_alta,Bht,1.0,902,2.667,0.5698,0.6444,1.0
377538.969,6958022.786,328.199,2.5,PCS_1043,132.08,0.7552,0.3672,R5_muy_alta,Bht,1.0,908,2.667,0.5698,0.6444,1.0
377538.969,6958022.786,330.699,2.5,PCS_1043,133.34,1.3762,0.4279,R5_muy_alta,Bht,1.0,4056,1.868,0.5698,0.751,1.0
377538.969,6958022.786,333.199,2.5,PCS_1043,134.37,0.8343,0.4084,R5_muy_alta,Bht,1.0,8138,2.124,0.5698,0.7168,1.0
377538.969,6958022.786,335.699,2.5,PCS_1043,137.68,0.6799,0.3778,R5_muy_alta,Bht,1.0,8816,2.527,0.5698,0.6631,1.0
377538.969,6958022.786,338.199,2.5,PCS_1043,141.07,0.6858,0.3953,R5_muy_alta,Bht,1.0,8643,2.297,0.5698,0.6937,1.0
377538.969,6958022.786,340.699,2.5,PCS_1043,145.1,0.548,0.3218,R5_muy_alta,Kpcli,3.0,8461,2.286,0.463,0.6952,1.0
377538.969,6958022.786,343.199,2.5,PCS_1043,147.52,0.567,0.3224,R5_muy_alta,Kpcli,3.0,7824,2.277,0.463,0.6964,1.0
377538.969,6958022.786,345.699,2.5,PCS_1043,147.49,0.632,0.6964,R5_muy_alta,Brecha_mixta,1.0,7090,2.277,1.0,0.6964,1.0
377538.969,6958022.786,348.199,2.5,PCS_1043,146.53,0.6943,0.6947,R5_muy_alta,Brecha_mixta,1.0,6227,2.29,1.0,0.6947,1.0
377538.969,6958022.786,350.699,2.5,PCS_1043,144.81,0.6861,0.6899,R5_muy_alta,Brecha_mixta,1.0,5697,2.326,1.0,0.6899,1.0
377538.969,6958022.786,353.199,2.5,PCS_1043,144.44,0.6374,0.6898,R5_muy_alta,Brecha_mixta,1.0,5325,2.326,1.0,0.6898,1.0
377538.969,6958022.786,355.699,2.5,PCS_1043,142.26,0.7156,0.6963,R5_muy_alta,Brecha_mixta,1.0,4443,2.278,1.0,0.6963,1.0
377538.969,6958022.786,358.199,2.5,PCS_1043,139.91,0.7828,0.6844,R5_muy_alta,Brecha_mixta,1.0,3653,2.367,1.0,0.6844,1.0
377538.969,6958022.786,360.699,2.5,PCS_1043,137.52,0.9264,0.6799,R5_muy_alta,Brecha_mixta,1.0,2808,2.401,1.0,0.6799,1.0
377538.969,6958022.786,363.199,2.5,PCS_1043,134.6,0.8373,0.693,R5_muy_alta,Brecha_mixta,1.0,1278,2.302,1.0,0.693,1.0
377538.969,6958022.786,365.699,2.5,PCS_1043,134.2,0.5564,0.6002,R5_muy_alta,Brecha_mixta,1.0,173,2.998,1.0,0.6002,1.0
377538.969,6958025.286,300.699,2.5,PCS_1043,151.73,2.1074,0.2266,R5_muy_alta,Kpcli,3.0,64,3.828,0.463,0.4896,1.0
377538.969,6958025.286,303.199,2.5,PCS_1043,154.56,1.0839,0.2396,R5_muy_alta,Kpcli,3.0,288,3.618,0.463,0.5175,1.0
377538.969,6958025.286,305.699,2.5,PCS_1043,154.2,0.962,0.2396,R5_muy_alta,Kpcli,3.0,496,3.618,0.463,0.5175,1.0
377538.969,6958025.286,308.199,2.5,PCS_1043,149.34,0.6674,0.2396,R5_muy_alta,Kpcli,3.0,642,3.618,0.463,0.5175,1.0
377538.969,6958025.286,310.699,2.5,PCS_1043,149.17,0.6078,0.2396,R5_muy_alta,Kpcli,3.0,647,3.618,0.463,0.5175,1.0
377538.969,6958025.286,313.199,2.5,PCS_1043,153.15,0.5614,0.2396,R5_muy_alta,Kpcli,3.0,525,3.618,0.463,0.5175,1.0
377538.969,6958025.286,315.699,2.5,PCS_1043,150.95,0.6001,0.2396,R5_muy_alta,Kpcli,3.0,499,3.618,0.463,0.5175,1.0
377538.969,6958025.286,318.199,2.5,PCS_1043,149.24,0.7404,0.2396,R5_muy_alta,Kpcli,3.0,601,3.618,0.463,0.5175,1.0
377538.969,6958025.286,320.699,2.5,PCS_1043,138.61,0.7102,0.2396,R5_muy_alta,Kpcli,3.0,851,3.618,0.463,0.5175,1.0
377538.969,6958025.286,323.199,2.5,PCS_1043,133.04,0.5661,0.2949,R5_muy_alta,Bht,1.0,1075,3.618,0.5698,0.5175,1.0
377538.969,6958025.286,325.699,2.5,PCS_1043,132.4,0.5821,0.2949,R5_muy_alta,Bht,1.0,1093,3.618,0.5698,0.5175,1.0
377538.969,6958025.286,328.199,2.5,PCS_1043,132.12,0.7662,0.2949,R5_muy_alta,Bht,1.0,975,3.618,0.5698,0.5175,1.0
377538.969,6958025.286,330.699,2.5,PCS_1043,132.87,1.5531,0.52,R5_muy_alta,Bht,1.0,3811,0.656,0.5698,0.9126,1.0
377538.969,6958025.286,333.199,2.5,PCS_1043,132.61,0.8962,0.5168,R5_muy_alta,Bht,1.0,7527,0.698,0.5698,0.9069,1.0
377538.969,6958025.286,335.699,2.5,PCS_1043,134.41,0.6052,0.534,R5_muy_alta,Bht,1.0,8115,0.471,0.5698,0.9372,1.0
377538.969,6958025.286,338.199,2.5,PCS_1043,137.92,0.7214,0.5001,R5_muy_alta,Bht,1.0,7936,0.917,0.5698,0.8778,1.0
377538.969,6958025.286,340.699,2.5,PCS_1043,144.31,0.5562,0.428,R5_muy_alta,Kpcli,3.0,7769,0.567,0.463,0.9244,1.0
377538.969,6958025.286,343.199,2.5,PCS_1043,147.47,0.5767,0.4231,R5_muy_alta,Kpcli,3.0,7592,0.645,0.463,0.914,1.0
377538.969,6958025.286,345.699,2.5,PCS_1043,147.28,0.5668,0.9136,R5_muy_alta,Brecha_mixta,1.0,7462,0.648,1.0,0.9136,1.0
377538.969,6958025.286,348.199,2.5,PCS_1043,146.89,0.6873,0.925,R5_muy_alta,Brecha_mixta,1.0,7037,0.563,1.0,0.925,1.0
377538.969,6958025.286,350.699,2.5,PCS_1043,145.6,0.658,0.9309,R5_muy_alta,Brecha_mixta,1.0,6315,0.518,1.0,0.9309,1.0
377538.969,6958025.286,353.199,2.5,PCS_1043,144.6,0.602,0.9057,R5_muy_alta,Brecha_mixta,1.0,5658,0.707,1.0,0.9057,1.0
377538.969,6958025.286,355.699,2.5,PCS_1043,142.49,0.6675,0.9254,R5_muy_alta,Brecha_mixta,1.0,5216,0.559,1.0,0.9254,1.0
377538.969,6958025.286,358.199,2.5,PCS_1043,139.2,0.7009,0.8556,R5_muy_alta,Brecha_mixta,1.0,4756,1.083,1.0,0.8556,1.0
377538.969,6958025.286,360.699,2.5,PCS_1043,136.58,0.9783,0.9042,R5_muy_alta,Brecha_mixta,1.0,3665,0.719,1.0,0.9042,1.0
377538.969,6958025.286,363.199,2.5,PCS_1043,129.71,0.7252,0.9318,R5_muy_alta,Brecha_mixta,1.0,1564,0.512,1.0,0.9318,1.0
377538.969,6958025.286,365.699,2.5,PCS_1043,132.62,0.5521,0.7317,R5_muy_alta,Brecha_mixta,1.0,173,2.013,1.0,0.7317,1.0
377538.969,6958027.786,300.699,2.5,PCS_1043,151.77,2.0057,0.1076,R5_muy_alta,Kpcli,3.0,64,5.756,0.463,0.2325,1.0
377538.969,6958027.786,303.199,2.5,PCS_1043,154.56,1.1205,0.1161,R5_muy_alta,Kpcli,3.0,288,5.619,0.463,0.2508,1.0
377538.969,6958027.786,305.699,2.5,PCS_1043,154.08,0.9169,0.1474,R5_muy_alta,Kpcli,3.0,496,5.113,0.463,0.3183,1.0
377538.969,6958027.786,308.199,2.5,PCS_1043,149.01,0.6211,0.174,R5_muy_alta,Kpcli,3.0,642,4.681,0.463,0.3758,1.0
377538.969,6958027.786,310.699,2.5,PCS_1043,147.86,0.5953,0.1743,R5_muy_alta,Kpcli,3.0,647,4.676,0.463,0.3765,1.0
377538.969,6958027.786,313.199,2.5,PCS_1043,152.64,0.5851,0.1505,R5_muy_alta,Kpcli,3.0,525,5.061,0.463,0.3251,1.0
377538.969,6958027.786,315.699,2.5,PCS_1043,151.0,0.6025,0.1161,R5_muy_alta,Kpcli,3.0,499,5.619,0.463,0.2508,1.0
377538.969,6958027.786,318.199,2.5,PCS_1043,148.68,0.7343,0.1161,R5_muy_alta,Kpcli,3.0,601,5.619,0.463,0.2508,1.0
377538.969,6958027.786,320.699,2.5,PCS_1043,138.68,0.7174,0.2065,R5_muy_alta,Bht,1.0,851,4.782,0.5698,0.3624,1.0
377538.969,6958027.786,323.199,2.5,PCS_1043,133.21,0.5632,0.2163,R5_muy_alta,Bht,1.0,1075,4.653,0.5698,0.3796,1.0
377538.969,6958027.786,325.699,2.5,PCS_1043,132.43,0.5994,0.2166,R5_muy_alta,Bht,1.0,1093,4.649,0.5698,0.3802,1.0
377538.969,6958027.786,328.199,2.5,PCS_1043,132.17,0.7821,0.2058,R5_muy_alta,Bht,1.0,975,4.791,0.5698,0.3612,1.0
